"Name","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","RAR","WAR","Dollars","playerid"
"Luke Hamlin","14.3","3.6","-3.6","0.0","139.5","14.3","","1005280"
"Ralph Branca","22.1","5.1","2.8","8.0","137.7","14.2","","1001343"
"Curt Davis","16.6","1.6","0.9","2.5","129.6","14.1","","1003043"
"Tom Candiotti","12.6","2.5","-3.8","-1.3","131.1","13.9","","1001911"
"Tim Belcher","13.9","1.7","-1.4","0.3","120.1","13.5","","1000789"
"Zack Greinke","18.7","3.9","1.6","5.5","115.8","13.2","$101.8","1943"
"Bob Caruthers","26.7","6.2","7.5","13.7","146.8","13.0","","1002026"
"Hiroki Kuroda","10.4","2.4","-4.6","-2.2","118.8","12.6","$81.9","3283"
"Henry Porter","14.0","1.1","0.5","1.6","146.3","12.5","","1010452"
"Odalis Perez","11.7","3.0","-3.2","-0.2","117.5","12.0","$50.1","668"
"Sherry Smith","11.1","-1.3","0.6","-0.7","104.1","11.8","","1012205"
"Brad Penny","11.0","-1.5","1.0","-0.5","113.5","11.5","$58.5","535"
"Ed Stein","19.7","7.0","1.4","8.4","142.1","11.3","","1012464"
"Pedro Astacio","12.0","1.8","-1.1","0.7","109.4","11.3","","862"
"Dutch Ruether","9.4","-1.5","-0.2","-1.7","112.3","11.1","","1011291"
"Jesse Petty","14.0","5.0","-1.8","3.2","108.4","10.8","","1010257"
"Joe Hatten","14.8","-1.4","5.5","4.0","104.2","10.8","","1005495"
"Kevin Gross","7.0","-3.1","-0.6","-3.7","99.1","10.7","","1005088"
"George Bell","6.2","-0.6","-3.8","-4.4","93.9","10.6","","1000807"
"Kirby Higbe","14.3","3.2","0.6","3.8","95.8","10.5","","1005782"
"Darren Dreifort","4.7","-0.3","-5.4","-5.7","104.9","10.4","$5.9","647"
"Freddie Fitzsimmons","11.7","2.4","-0.9","1.4","99.3","10.3","","1004122"
"Stan Williams","11.2","3.5","-2.6","0.9","96.0","10.2","","1014039"
"Billy Loes","10.1","0.4","0.1","0.5","91.9","9.6","","1007699"
"Al Downing","10.7","2.9","-1.3","1.6","80.7","9.1","","1003450"
"Kenta Maeda","7.4","2.2","-3.7","-1.5","86.8","8.9","$71.3","18498"
"Pat Ragan","5.3","-2.8","-0.8","-3.6","83.2","8.9","","1010650"
"Frank Kitson","9.9","-0.4","1.4","1.0","89.2","8.8","","1006981"
"Bill Donovan","10.3","0.7","0.8","1.5","86.9","8.8","","1003393"
"Walker Buehler","9.0","2.3","-2.1","0.3","82.9","8.8","$70.1","19374"
"Tom Lovett","11.8","3.1","0.0","3.1","105.9","8.7","","1007779"
"Alejandro Pena","7.1","0.0","-1.5","-1.5","75.0","8.6","","1010140"
"Mike Morgan","9.3","1.6","-0.8","0.8","77.5","8.6","","67"
"Rick Honeycutt","5.8","-1.1","-1.2","-2.3","74.4","8.1","","1005992"
