"Name","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","RAR","WAR","Dollars","playerid"
"Floyd Youmans","7.0","4.1","-3.1","1.0","55.9","6.0","","1014361"
"Patrick Corbin","6.5","-1.0","1.5","0.6","58.5","6.0","$47.7","9323"
"John Patterson","5.7","0.3","-0.4","-0.2","56.1","5.8","$26.9","71"
"Mike Torrez","6.9","0.7","0.7","1.3","50.4","5.5","","1013134"
"Carl Pavano","4.0","-0.6","-0.6","-1.2","53.5","5.2","($0.4)","790"
"Mark Gardner","4.9","0.5","-0.7","-0.2","46.8","5.1","","1004529"
"Bob Sebra","2.6","-1.5","-0.8","-2.3","46.0","4.9","","1011709"
"Joe Ross","5.4","-0.6","1.0","0.4","46.7","4.9","$39.3","12972"
"Joe Hesketh","5.0","0.2","0.1","0.3","41.7","4.7","","1005747"
"John Lannan","7.6","1.7","1.2","2.9","46.6","4.7","$30.6","7080"
"Esteban Loaiza","3.8","-1.5","0.6","-0.9","44.3","4.7","$21.9","1310"
"Mike Thurman","2.0","0.6","-3.0","-2.4","46.6","4.4","","852"
"Balor Moore","2.2","-0.7","-1.6","-2.2","38.2","4.4","","1009090"
"Dan Schatzeder","8.4","3.6","0.4","4.0","40.1","4.3","","1011527"
"Carl Morton","6.1","-0.6","2.5","1.9","39.2","4.2","","1009230"
"Oil Can Boyd","7.1","1.2","1.9","3.1","37.4","4.0","","1001279"
"Gil Heredia","1.8","-2.2","0.1","-2.1","37.3","4.0","","1005686"
"Ross Detwiler","2.5","-0.6","-0.8","-1.5","36.9","3.9","$26.8","2859"
"Kevin Gross","0.5","-1.8","-1.3","-3.1","33.3","3.6","","1005088"
"Kirk Rueter","4.1","0.6","0.0","0.6","33.8","3.5","","1128"
"Butch Henry","6.8","1.3","2.2","3.5","33.1","3.3","","1005667"
"Jay Tibbs","0.8","-0.7","-1.9","-2.6","31.2","3.3","","1013055"
"Miguel Batista","2.9","-0.3","0.1","-0.2","31.3","3.1","$1.2","46"
"Shawn Hill","0.9","-0.9","-1.1","-2.0","29.0","2.9","$16.1","1882"
"Zach Day","4.3","0.8","0.8","1.5","28.9","2.8","$12.1","1496"
"Ross Grimsley","2.6","0.3","-0.4","-0.1","24.7","2.7","","1005071"
"Anibal Sanchez","3.3","0.5","0.2","0.7","27.2","2.7","$21.4","3284"
"Mark Langston","4.4","0.0","1.7","1.8","23.8","2.7","","1007323"
"Bill Lee","3.3","-0.7","1.3","0.6","24.8","2.7","","1007448"
"Ray Burris","1.9","1.1","-1.7","-0.7","23.3","2.6","","1001729"
