playerid,Name
4772,Felix Hernandez
60,Randy Johnson
1091,Jamie Moyer
1009122,Mike Moore
1005333,Erik Hanson
1007323,Mark Langston
1077,Freddy Garcia
1000731,Jim Beattie
11828,James Paxton
1000516,Floyd Bannister
13048,Hisashi Iwakuma
1014385,Matt Young
1094,Joel Pineiro
15467,Marco Gonzales
1000510,Scott Bankhead
40,Jarrod Washburn
1000010,Glenn Abbott
8044,Jason Vargas
279,Jeff Fassero
1005969,Brian Holman
1012788,Bill Swift
34,Aaron Sele
1001212,Chris Bosio
1089,Gil Meche
9425,Doug Fister
1010024,Mike Parrott
1005992,Rick Honeycutt
1004145,Dave Fleming
67,Mike Morgan
1080,John Halama
10130,Mike Leake
1076,Ryan Franklin
1010210,Gaylord Perry
1061,Paul Abbott
11836,Taijuan Walker
4567,Josh Johnson
3830,Ricky Nolasco
1703,Dontrelle Willis
512,A.J. Burnett
11530,Jose Fernandez
510,Josh Beckett
3284,Anibal Sanchez
642,Kevin Brown
535,Brad Penny
790,Carl Pavano
517,Ryan Dempster
1003993,Alex Fernandez
1010700,Pat Rapp
9132,Nathan Eovaldi
92,Chris Hammond
5669,Henderson Alvarez
179,John Burkett
883,Al Leiter
4529,Scott Olsen
1116,Livan Hernandez
9901,Chris Volstad
6570,Tom Koehler
11589,Jose Urena
1476,Jesus Sanchez
9460,Dan Straily
1006050,Charlie Hough
998,Brian Meadows
1011708,Tom Seaver
1004852,Dwight Gooden
1007103,Jerry Koosman
10954,Jacob deGrom
1008246,Jon Matlack
1004001,Sid Fernandez
1680,David Cone
883,Al Leiter
11762,Noah Syndergaard
1002989,Ron Darling
755,Johan Santana
11713,Matt Harvey
1039,Bobby Jones
750,Rick Reed
1012754,Craig Swan
4424,Jon Niese
10310,Zack Wheeler
1011355,Bret Saberhagen
90,Tom Glavine
1006288,Al Jackson
1009756,Bob Ojeda
1245,R.A. Dickey
5203,Mike Pelfrey
1013435,Frank Viola
200,Pedro Martinez
898,Steve Trachsel
1008328,Jim McAndrew
707,Glendon Rusch
375,Bartolo Colon
1004090,Jack Fisher
1004614,Gary Gentry
1011360,Ray Sadecki
4773,John Maine
13361,Steven Matz
1000086,Rick Aguilera
895,Jae Seo
7396,Dillon Gee
1014407,Pat Zachry
1002296,Mark Clark
1007862,Ed Lynch
1011348,Nolan Ryan
569,Dave Mlicki
1514,Oliver Perez
1158,Jason Isringhausen
1003830,Nino Espinosa
807,Masato Yoshii
1001941,Don Cardwell
1012924,Walt Terrell
1002723,Roger Craig
1011691,Mike Scott
1003910,Pete Falcone
1005374,Pete Harnisch
1002246,Galen Cisco
1012392,Tracy Stallard
1005999,Jay Hook
1011138,Steve Rogers
10131,Stephen Strasburg
3137,Max Scherzer
801,Javier Vazquez
1008161,Dennis Martinez
7448,Gio Gonzalez
1012104,Bryn Smith
4505,Jordan Zimmermann
200,Pedro Martinez
1005136,Bill Gullickson
1116,Livan Hernandez
279,Jeff Fassero
8753,Tanner Roark
1011422,Scott Sanderson
195,Dustin Hermanson
1012560,Bill Stoneman
1007423,Charlie Lea
1010835,Steve Renko
1010185,Pascual Perez
1005827,Ken Hill
1010179,Carlos Perez
788,Tomo Ohka
1009970,David Palmer
761,Tony Armas Jr.
1009431,Chris Nabholz
1008325,Ernie McAnally
1004381,Woodie Fryman
1014361,Floyd Youmans
71,John Patterson
1013134,Mike Torrez
790,Carl Pavano
1004529,Mark Gardner
12972,Joe Ross
7080,John Lannan
852,Mike Thurman
1009090,Balor Moore
1011527,Dan Schatzeder
1009230,Carl Morton
1001279,Oil Can Boyd
2859,Ross Detwiler
1005088,Kevin Gross
1128,Kirk Rueter
1496,Zach Day
1005071,Ross Grimsley
1007448,Bill Lee
1001729,Ray Burris
1001029,Dennis Blair
1000560,Brian Barnes
1009973,Jim Palmer
837,Mike Mussina
1008655,Dave McNally
1004133,Mike Flanagan
1011918,Urban Shocker
1002853,Mike Cuellar
1010487,Jack Powell
1008546,Scott McGregor
1009989,Milt Pappas
1001025,George Blaeholder
1001111,Mike Boddicker
1000530,Steve Barber
137,Scott Erickson
1004969,Dolly Gray
1013737,Carl Weilman
1009317,Bob Muncrief
1004443,Denny Galehouse
161,Sidney Ponson
1006097,Harry Howell
1004556,Ned Garver
1012524,Lefty Stewart
1008161,Dennis Martinez
126,Erik Bedard
1007137,Jack Kramer
1003080,Storm Davis
1010471,Nels Potter
1008454,Ben McDonald
1013355,Elam Vangilder
1001520,Hal Brown
1012288,Allen Sothoron
1006438,Connie Johnson
1004753,Fred Glade
1010136,Barney Pelty
1003345,Pat Dobson
14107,Kevin Gausman
2072,Jeremy Guthrie
150,Rodrigo Lopez
1010301,Tom Phoebus
1009546,Bobo Newsom
13071,Wei-Yin Chen
1013467,Rube Waddell
1009724,Billy O'Dell
1010350,Duane Pillette
5279,Chris Tillman
1003045,Dixie Davis
1011046,Robin Roberts
1009596,Johnny Niggeling
1005273,Earl Hamilton
1002391,Dick Coffman
1002966,Dave Danforth
1005955,Al Hollingsworth
1931,Daniel Cabrera
1005344,Jim Hardin
1013945,Hoyt Wilhelm
1005186,Bump Hadley
1000366,Elden Auker
1003016,Dave Davenport
1000253,Ivy Andrews
1001652,Wally Bunker
1004567,Milt Gaston
1002820,Alvin Crowder
1003921,Cliff Fannin
1007262,Joe Lake
1007088,Ray Kolp
1005071,Ross Grimsley
12917,Dylan Bundy
1013933,Bill Wight
1091,Jamie Moyer
1004090,Jack Fisher
147,Jason Johnson
1008855,Bob Milacki
1003841,Chuck Estrada
1003373,Red Donahue
1007053,Jack Knott
1007359,Don Larsen
3374,Ubaldo Jimenez
1011430,Fred Sanford
1009125,Ray Moore
1014129,Ernie Wingard
1012726,Steve Sundra
1014458,Sam Zoldak
396,Jose Mercedes
1002463,Rip Collins
1013337,Russ Van Atta
1000686,George Baumgardner
1013225,Bob Turley
1008310,Rudy May
1005804,Oral Hildebrand
1005930,Chief Hogsett
1007699,Billy Loes
1012573,Steve Stone
1014291,Rasty Wright
1009010,Roy Mitchell
7024,Miguel Gonzalez
1010385,Eddie Plank
1008959,Lefty Mills
1006338,Sig Jakucki
1012734,Rick Sutcliffe
1005400,Bob Harris
1010796,Bill Reidy
1000122,Doyle Alexander
1006834,Bill Kennedy
1000701,Bill Bayne
1014405,Tom Zachary
1097,Arthur Rhodes
1013921,Al Widmar
1011958,Ed Siever
2646,Brian Matusz
1012670,Willie Sudhoff
1013523,Jerry Walker
1005081,Bob Groom
1000490,Jeff Ballard
1009743,Jack Ogden
1003331,Ken Dixon
8375,Brad Bergesen
1010459,Arnie Portocarrero
4153,Jake Arrieta
1005374,Pete Harnisch
1006851,Vern Kennedy
1004460,Bert Gallia
1007784,Grover Lowdermilk
1006343,Bill James
1004925,Bill Grahame
1001801,Tommy Byrne
1007100,Ernie Koob
1013541,Jim Walkup
1000418,Bill Bailey
1011914,Tex Shirley
1003317,Bill Dineen
1007566,Walt Leverenz
1006442,Dave Johnson
1051,Jake Peavy
1006582,Randy Jones
1144,Andy Benes
637,Andy Ashby
1006222,Bruce Hurst
1013911,Ed Whitson
328,Joey Hamilton
1045,Brian Lawrence
1011937,Eric Show
1010210,Gaylord Perry
7872,Tyson Ross
1029,Adam Eaton
3815,Mat Latos
1003486,Dave Dravecky
3196,Chris Young
1011031,Dave Roberts
8782,Andrew Cashner
1011423,Scott Sanders
1006960,Clay Kirby
1005514,Andy Hawkins
1190,Woody Williams
824,Sterling Hitchcock
1005416,Greg Harris
104,Greg Maddux
3551,Clayton Richard
1010703,Dennis Rasmussen
855,David Wells
1013052,Mark Thurmond
1011911,Bob Shirley
1000303,Steve Arlin
271,Matt Clement
1007715,Tim Lollar
1009632,Fred Norman
8011,Eric Stults
1005027,Bill Greif
1006569,Jimmy Jones
1004333,Dave Freisleben
6986,Ian Kennedy
1012627,Brent Strom
1767,Kevin Correia
6432,Tim Stauffer
1009337,Steve Mura
1055,Brian Tollberg
1006114,La Marr Hoyt
14682,Luis Perdomo
1009914,Bob Owchinko
1010704,Eric Rasmussen
3990,Edinson Volquez
1012342,Dan Spillner
1013327,Fernando Valenzuela
1037,Kevin Jarvis
1039,Bobby Jones
1003711,Juan Eichelberger
1002905,John Curtis
1001964,Steve Carlton
1011046,Robin Roberts
1000128,Pete Alexander
4972,Cole Hamels
73,Curt Schilling
1011980,Curt Simmons
1001653,Jim Bunning
1011931,Chris Short
1011008,Eppa Rixey
1002215,Larry Christenson
1636,Cliff Lee
1012306,Tully Sparks
1010972,Jimmy Ring
1014155,Rick Wise
16149,Aaron Nola
1009857,Al Orth
1003987,Charlie Ferguson
1001634,Charlie Buffinton
1012878,Jack Taylor
1303,Roy Halladay
1011330,Dick Ruthven
1000831,Ray Benge
665,Terry Mulholland
976,Randy Wolf
1010046,Claude Passeau
1004770,Kid Gleason
1002036,Dan Casey
1008705,Lee Meadows
1001961,Hal Carlson
1011259,Schoolboy Rowe
1013820,Gus Weyhing
1002008,Kid Carsey
1009103,Earl Moore
1004381,Woodie Fryman
1003210,John Denny
1007724,Jim Lonborg
1008297,Erskine Mayer
1008682,George McQuillan
962,Brett Myers
1003373,Red Donahue
1002640,Frank Corridon
1008833,Russ Meyer
1003542,Bill Duggleby
1011413,Ben Sanders
1010646,Ken Raffensberger
1003043,Curt Davis
1006304,Larry Jackson
1012144,George Smith
1002461,Phil Collins
1007533,Dutch Leonard
1011294,Bruce Ruffin
1006122,Bill Hubbell
1004305,Chick Fraser
1005088,Kevin Gross
1008998,Clarence Mitchell
1013244,Wayne Twitchell
1013583,Bucky Walters
1002507,Gene Conley
1013864,Doc White
964,Vicente Padilla
1005184,Harvey Haddix
1010305,Wiley Piatt
1006502,Si Johnson
1003741,Jumbo Elliott
1009289,Hugh Mulcahy
106,Kevin Millwood
1003187,Al Demaree
1005013,Tommy Greene
287,Jon Lieber
1006295,Danny Jackson
1009166,Lew Moren
1005596,Ken Heintzelman
1006505,Syl Johnson
1006743,Tim Keefe
1011432,Jack Sanford
1001387,Ad Brennan
4849,Joe Blanton
1008875,Bob Miller
11189,Vince Velasquez
926,Cory Lidle
1005330,Snipe Hansen
966,Robert Person
1011706,Tom Seaton
6230,Kyle Kendrick
1000594,Dick Barrett
12664,Jerad Eickhoff
1007979,Art Mahaffey
1014046,Claude Willoughby
1010719,Shane Rawley
1002115,George Chalmers
1091,Jamie Moyer
1006298,Grant Jackson
1001802,Marty Bystrom
1006166,Tommy Hughes
1005953,Ed Holley
1003499,Karl Drews
1007551,Randy Lerch
1013273,Dutch Ulrich
1006660,Jim Kaat
1013281,Tom Underwood
1009923,Jim Owens
1006134,Charles Hudson
1002225,Bubba Church
1000838,Dennis Bennett
1013423,Tom Vickery
1003827,Duke Esper
13774,Zach Eflin
1001269,Joe Bowman
1005782,Kirby Higbe
1007103,Jerry Koosman
1004632,Al Gerheauser
1002933,Ed Daily
1009738,Joe Oeschger
1002869,Ray Culp
1013729,Herm Wehmeier
1006100,Ken Howell
1002424,John Coleman
1008626,Cal McLish
1005928,Brad Hogg
15454,Nick Pivetta
1006640,Oscar Judd
1003984,Alex Ferguson
4371,Jeremy Hellickson
1010405,Johnny Podgajny
1007447,Bill Lee
1010376,Togie Pittinger
1001941,Don Cardwell
4153,Jake Arrieta
954,Brandon Duckworth
1000891,Bill Bernhard
1002480,Pat Combs
1013739,Lefty Weinert
1013835,George Wheeler
1010923,Lew Richie
1001788,John Buzhardt
1004763,Whitey Glazner
1003381,Blix Donnelly
1007847,Johnny Lush
1014146,Jesse Winters
1011520,Charley Schanz
1003282,Murry Dickson
1004033,Jack Fifield
1007555,Barry Lersch
1006623,Orville Jorgens
1004989,Dallas Green
1003151,Jose DeJesus
1011744,Ray Semproch
1000738,Boom-Boom Beck
1001967,Don Carman
1006320,Elmer Jacobs
1010871,Ken Reynolds
1004275,Bill Foxen
1005014,Tyler Green
1003830,Nino Espinosa
1014,Mike Williams
1012781,Les Sweetland
594,Paul Byrd
1009001,Fred Mitchell
1005896,Lefty Hoerst
1004355,Bob Friend
1000041,Babe Adams
1002602,Wilbur Cooper
1010287,Deacon Phillippe
1013391,Bob Veale
1007410,Vern Law
1007470,Sam Leever
1001909,John Candelaria
1003747,Dock Ellis
1007156,Ray Kremer
1010887,Rick Rhoden
1012822,Jesse Tannehill
1009204,Ed Morris
1001866,Howie Camnitz
1011768,Rip Sewell
1009134,Bob Moose
1006904,Frank Killen
1008705,Lee Meadows
1003473,Doug Drabek
1004338,Larry French
1009217,Johnny Morrison
1001055,Cy Blanton
1012787,Bill Swift
1014042,Vic Willis
13125,Gerrit Cole
1001763,Max Butcher
1011183,Jim Rooker
1003282,Murry Dickson
1004469,Pud Galvin
1007494,Lefty Leifield
8678,Paul Maholm
1010853,Jerry Reuss
1006978,Bruce Kison
1001058,Steve Blass
1005517,Pink Hawley
1012218,Zane Smith
1007007,Bob Klinger
1001098,Bert Blyleven
3840,Zach Duke
982,Kris Benson
1003708,Red Ehret
1004658,Joe Gibbon
1005184,Harvey Haddix
1005061,Burleigh Grimes
1009883,Fritz Ostermueller
1012622,Nick Strincevich
1011122,Preacher Roe
1010852,Rick Reuschel
1002623,Francisco Cordova
1005273,Earl Hamilton
1012084,John Smiley
1131,Jason Schmidt
1013507,Bob Walk
1002179,Jack Chesbro
1008700,Larry McWilliams
512,A.J. Burnett
287,Jon Lieber
1008897,Frank Miller
11674,Jameson Taillon
1008731,Heinie Meine
441,Denny Neagle
1007004,Ron Kline
1011061,Don Robinson
1013525,Luke Walker
253,Todd Ritchie
1013111,Randy Tomlin
2227,Ian Snell
1001961,Hal Carlson
1005638,Claude Hendrix
1005809,Carmen Hill
1006115,Waite Hoyt
1002120,Cliff Chambers
3201,Francisco Liriano
1003168,Jose DeLeon
1001432,Nelson Briles
1007808,Red Lucas
1013699,Jim Weaver
4676,Charlie Morton
1005371,Bob Harmon
1000681,Russ Bauers
1000118,Vic Aldridge
1001338,Erv Brame
1012,Kip Wells
1000945,Jim Bibby
12970,Joe Musgrove
1001541,Mace Brown
1000982,Ralph Birkofer
1013786,Bill Werle
1003503,Denny Driscoll
1000484,Mark Baldwin
1014328,Emil Yde
1008682,George McQuillan
1004763,Whitey Glazner
1012389,Harry Staley
16977,Trevor Williams
1008049,Al Mamaux
1013089,Jim Tobin
1004289,Earl Francis
1005596,Ken Heintzelman
1010572,Bob Purkey
1994,Ivan Nova
1007950,Nick Maddox
1013490,Paul Wagner
1008337,Al McBean
1011382,Harry Salisbury
1011067,Hank Robinson
1001269,Joe Bowman
1002570,Steve Cooke
1012018,Tommie Sisk
1006943,Silver King
1001166,Tiny Bonham
5879,Jeff Karstens
1005139,Ad Gumbert
5523,James McDonald
1310,Esteban Loaiza
1514,Oliver Perez
977,Jimmy Anderson
1012785,Steve Swetonic
1003356,Ed Doheny
1001941,Don Cardwell
1004527,Jim Gardner
1007867,Mike Lynch
1001653,Jim Bunning
1004129,Patsy Flaherty
14975,Chad Kuhl
1002032,Charlie Case
1009898,Marty O'Toole
1013218,Lee Tunnell
989,Josh Fogg
6244,Tom Gorzelanny
1007335,Paul LaPalme
1010880,Billy Rhines
1012926,Adonis Terry
1012729,Max Surkont
2929,Jeff Locke
1002180,Bob Chesnes
1005438,Bill Hart
1010423,Howie Pollet
1006155,Jim Hughey
8268,Ross Ohlendorf
1005483,Charlie Hastings
1012690,Fleury Sullivan
1006320,Elmer Jacobs
1006694,Erv Kantlehner
1008416,Jim McCormick
1003570,Mike Dunne
1010591,Mel Queen
1012323,Glenn Spencer
1009472,Jack Neagle
1013,Dave Williams
1767,Kevin Correia
1277,Kenny Rogers
1006050,Charlie Hough
642,Kevin Brown
1011348,Nolan Ryan
1006388,Fergie Jenkins
1014170,Bobby Witt
1010210,Gaylord Perry
13074,Yu Darvish
1008246,Jon Matlack
1259,Colby Lewis
1005160,Jose Guzman
1001215,Dick Bosman
179,John Burkett
4141,Derek Holland
106,Kevin Millwood
1008714,Doc Medich
58,Rick Helling
1002428,Joe Coleman
34,Aaron Sele
1001098,Bert Blyleven
3580,C.J. Wilson
1002996,Danny Darwin
1009878,Claude Osteen
1010087,Roger Pavlik
6902,Martin Perez
5551,Matt Harrison
206,Darren Oliver
1012818,Frank Tanana
10021,Mike Minor
4972,Cole Hamels
6283,Scott Feldman
1005827,Ken Hill
1002968,Bennie Daniels
964,Vicente Padilla
1010922,Pete Richert
1005356,Steve Hargan
1000945,Jim Bibby
1008221,Mike Mason
1005992,Rick Honeycutt
1244,Doug Davis
379,Ryan Drese
1000122,Doyle Alexander
1002177,Tom Cheney
1004802,Bill Gogolewski
1003747,Dock Ellis
1008420,Mike McCormick
1013276,Jim Umbarger
1011285,Don Rudolph
1010039,Camilo Pascual
1001454,Pete Broberg
1002482,Steve Comer
1005316,Jim Hannan
1267,Chan Ho Park
1011859,Jim Shellenback
1012482,Dave Stenhouse
1009855,Phil Ortega
1009089,Barry Moore
1009455,Buster Narum
12730,Nick Martinez
7059,James Shields
3184,David Price
6345,Chris Archer
4897,Scott Kazmir
13543,Blake Snell
6562,Alex Cobb
3340,Matt Garza
6397,Jake Odorizzi
8591,Jeff Niemann
1890,Matt Moore
4371,Jeremy Hellickson
7667,Andy Sonnanstine
625,Bryan Rekar
1574,Mark Hendrickson
1217,Joe Kennedy
174,Rolando Arrojo
1234,Paul Wilson
1223,Ryan Rupe
1230,Tanyon Sturtze
7441,Wade Davis
1193,Wilson Alvarez
1841,Edwin Jackson
1237,Victor Zambrano
188,Casey Fossum
815,Roger Clemens
1014369,Cy Young
200,Pedro Martinez
1005099,Lefty Grove
1010017,Mel Parnell
1012691,Frank Sullivan
1009048,Bill Monbouquette
1013054,Luis Tiant
4930,Jon Lester
1003344,Joe Dobson
1014224,Joe Wood
219,Tim Wakefield
1006169,Tex Hughson
1001409,Tom Brewer
510,Josh Beckett
1009610,Willard Nixon
1007532,Dutch Leonard
1006222,Bruce Hurst
1002462,Ray Collins
1003660,Dennis Eckersley
1002869,Ray Culp
10603,Chris Sale
1003317,Bill Dineen
1009883,Fritz Ostermueller
1014145,George Winter
1007724,Jim Lonborg
1004010,Wes Ferrell
73,Curt Schilling
1007448,Bill Lee
1003707,Howard Ehmke
3543,Clay Buchholz
2717,Rick Porcello
1010605,Jack Quinn
1011313,Jack Russell
1006922,Ellis Kinder
1011296,Red Ruffing
1011951,Sonny Siebert
1011327,Babe Ruth
1007904,Danny MacFayden
1001279,Oil Can Boyd
1004012,Dave Ferriss
1010161,Herb Pennock
1013134,Mike Torrez
1008448,Mickey McDermott
1014087,Jack Wilson
1006589,Sam Jones
13164,Eduardo Rodriguez
1014073,Earl Wilson
199,Derek Lowe
1005424,Mickey Harris
3184,David Price
1008313,Carl Mays
1011927,Ernie Shore
1004443,Denny Galehouse
34,Aaron Sele
1003179,Ike Delock
1001111,Mike Boddicker
1001754,Joe Bush
1507,John Lackey
1012822,Jesse Tannehill
1002236,Eddie Cicotte
1000764,Hugh Bedient
1014155,Rick Wise
1009756,Bob Ojeda
1009156,Dave Morehead
7775,Daisuke Matsuzaka
1013215,John Tudor
1012409,Bob Stanley
1003984,Alex Ferguson
1010885,Gordon Rhodes
1009205,Ed Morris
1002347,Reggie Cleveland
1012548,Chuck Stobbs
1004567,Milt Gaston
1005747,Joe Hesketh
282,Tom Gordon
1013435,Frank Viola
1005431,Slim Harriss
1010074,Marty Pattin
1004259,Rube Foster
1012400,Lee Stange
1000806,Gary Bell
1008103,Johnny Marcum
1002996,Danny Darwin
1002905,John Curtis
1000412,Jim Bagby
1011355,Bret Saberhagen
1010228,Gary Peters
1006388,Fergie Jenkins
1007137,Jack Kramer
1013756,Johnny Welch
978,Bronson Arroyo
1009168,Roger Moret
1002507,Gene Conley
1005415,Greg Harris
1009684,Buck O'Brien
1009602,Al Nipper
1000297,Frank Arellanes
1014130,Ted Wingfield
1003404,John Dopson
179,John Burkett
1006450,Earl Johnson
1014115,Hal Wiltse
1010835,Steve Renko
1013501,Rube Walberg
1003589,Ed Durham
1009547,Dick Newsome
1011310,Allan Russell
1005665,Bill Henry
1006640,Oscar Judd
1478,Felix Doubront
1013480,Charlie Wagner
1011733,Jeff Sellers
1005239,Charley Hall
1013735,Bob Weiland
1011657,Don Schwall
1010654,Chuck Rainey
1006699,Ed Karger
1005420,Joe Harris
1012019,Dave Sisler
1014411,Paul Zahniser
1009439,Mike Nagy
1007589,Ted Lewis
1010325,Bill Piercy
1004762,Ralph Glaze
1004670,Norwood Gibson
1001346,Bucky Brandon
1012931,Yank Terry
1006708,Benn Karr
1004390,Curt Fullerton
1014242,Pinky Woods
1007651,Hod Lisenbee
1009174,Cy Morgan
1009807,Emmett O'Neill
1003224,Paul Derringer
1011008,Eppa Rixey
1005205,Noodles Hahn
1007843,Dolf Luque
349,Jose Rijo
1008039,Jim Maloney
1003880,Bob Ewing
1009665,Joe Nuxhall
1003390,Pete Donohue
1013583,Bucky Walters
1009897,Jim O'Toole
1009616,Gary Nolan
1013350,Johnny Vander Meer
1001013,Ewell Blackwell
1003607,Frank Dwyer
1009291,Tony Mullane
1007808,Red Lucas
1012289,Mario Soto
1010880,Billy Rhines
1451,Aaron Harang
1010646,Ken Raffensberger
6893,Johnny Cueto
1010572,Bob Purkey
1000857,Rube Benton
1001566,Tom Browning
1011708,Tom Seaver
1008301,Jakie May
978,Bronson Arroyo
1005134,Don Gullett
1012673,George Suggs
1010282,Bill Phillips
1012084,John Smiley
8362,Homer Bailey
1012134,Elmer Smith
1009632,Fred Norman
1001383,Ted Breitenstein
1006373,Joey Jay
1013116,Fred Toney
1013897,Will White
1000970,Jack Billingham
1004278,Howie Fox
1004268,Art Fowler
1008313,Carl Mays
1010048,Frank Pastore
15689,Luis Castillo
1000864,Bruce Berenyi
1003599,Jesse Duryea
1006502,Si Johnson
1003729,Hod Eller
10130,Mike Leake
1007398,Brooks Lawrence
3815,Mat Latos
1002122,Elton Chamberlain
1004342,Benny Frey
1010025,Tom Parrott
1013420,Lee Viau
1004375,Art Fromme
13050,Anthony DeSclafani
1007088,Ray Kolp
1011597,Pete Schneider
1009989,Milt Pappas
1006295,Danny Jackson
1000855,Larry Benton
1005756,Ed Heusser
1005380,Jack Harper
1004560,Harry Gaspar
1056,Brett Tomko
1003708,Red Ehret
1010946,Elmer Riddle
1005374,Pete Harnisch
1005955,Al Hollingsworth
317,Elmer Dessens
1005517,Pink Hawley
1008789,Jim Merritt
1013738,Jake Weimer
1009529,Don Newcombe
1000789,Tim Belcher
1004229,Frank Foreman
1011608,Pete Schourek
1002372,Andy Coakley
1316,Steve Parris
1003753,Sammy Ellis
1013017,Junior Thompson
1003073,Peaches Davis
1011076,Ron Robinson
1007013,Johnny Klippstein
1011607,Gene Schott
1000210,Red Ames
1011250,Jack Rowan
1005073,Lee Grissom
1013229,Jim Turner
1011291,Dutch Ruether
1010530,Joe Price
3990,Edinson Volquez
1013055,Jay Tibbs
1001165,Bill Bonham
1010683,Willie Ramsdell
1001873,Billy Campbell
1239,Dave Burba
1009245,Paul Moskau
1011678,Ed Scott
1008596,Larry McKeon
1002962,Bill Dammann
1005071,Ross Grimsley
1006960,Clay Kirby
1007240,Mike LaCoss
1006377,Hal Jeffcoat
1013535,Tom Walker
1009910,Orval Overall
1012435,Ray Starr
1005136,Bill Gullickson
1010504,Ted Power
1010195,Harry Perkowski
1010972,Jimmy Ring
1234,Paul Wilson
1000313,Jack Armstrong
814,Brandon Claussen
16358,Tyler Mahle
1011385,Slim Sallee
1006739,Bobby Keefe
1002666,Johnny Couch
1013208,John Tsitouris
1009266,Bill Mountjoy
1010433,Ed Poole
1009550,Doc Newton
1010113,George Pechiney
1012744,Jack Sutthoff
1002171,Charlie Chech
1002870,George Culver
348,Chris Reitsma
1012298,Bob Spade
1010404,Bud Podbielan
1004095,Ray Fisher
1008532,Jim McGlothlin
1008998,Clarence Mitchell
1013729,Herm Wehmeier
1002003,Ownie Carroll
1010560,Tim Pugh
1008414,Harry McCormick
1012708,Mike Sullivan
743,Eric Milton
1009131,Whitey Moore
329,Jimmy Haynes
1002938,Gene Dale
1011999,Wayne Simpson
1005999,Jay Hook
1002359,Tony Cloninger
3374,Ubaldo Jimenez
1571,Aaron Cook
2047,Jorge De La Rosa
4684,Jeff Francis
14916,Jon Gray
862,Pedro Astacio
15038,German Marquez
434,Jason Jennings
2608,Jhoulys Chacin
453,John Thomson
4538,Jason Hammel
16256,Kyle Freeland
1010998,Kevin Ritz
10587,Chad Bettis
4338,Tyler Chatwood
715,Jamey Wright
12880,Tyler Anderson
72,Armando Reynoso
1163,Darryl Kile
7731,Juan Nicasio
15488,Antonio Senzatela
424,Shawn Chacon
1004326,Marvin Freeman
441,Denny Neagle
1001126,Brian Bohanon
989,Josh Fogg
430,Mike Hampton
3,Kevin Appier
1005115,Mark Gubicza
1011355,Bret Saberhagen
1007531,Dennis Leonard
1012346,Paul Splittorff
1943,Zack Greinke
1007492,Charlie Leibrandt
1003475,Dick Drago
1001745,Steve Busby
3542,Danny Duffy
1005150,Larry Gura
1006295,Danny Jackson
282,Tom Gordon
1011192,Jose Rosado
1004119,Al Fitzmorris
1001007,Bud Black
633,Jeff Suppan
1089,Gil Meche
1680,David Cone
6943,Luke Hochevar
7059,James Shields
1000789,Tim Belcher
1011183,Jim Rooker
1002936,Bruce Dal Canton
11855,Yordano Ventura
192,Chris Haney
1009511,Roger Nelson
15734,Brad Keller
769,Bruce Chen
5718,Brian Bannister
1010074,Marty Pattin
1472,Hipolito Pichardo
8044,Jason Vargas
1005575,Mike Hedlund
3990,Edinson Volquez
1004444,Rich Gale
594,Paul Byrd
613,Darrell May
3642,Kyle Davies
1000285,Luis Aquino
13619,Jakob Junis
1001771,Bill Butler
6986,Ian Kennedy
707,Glendon Rusch
2072,Jeremy Guthrie
1528,Runelvys Hernandez
1001652,Wally Bunker
1007712,Mickey Lolich
1009535,Hal Newhouser
8700,Justin Verlander
1001421,Tommy Bridges
1013196,Dizzy Trout
1009211,Jack Morris
1003011,Hooks Dauss
1007364,Frank Lary
1009302,George Mullin
1001653,Jim Bunning
1013203,Virgil Trucks
1013866,Earl Whitehill
1011259,Schoolboy Rowe
1003393,Bill Donovan
1006238,Fred Hutchinson
3137,Max Scherzer
1008603,Denny McLain
1013939,Milt Wilcox
1010246,Dan Petry
1002428,Joe Coleman
1005893,Billy Hoeft
1012818,Frank Tanana
1012283,Vic Sorrell
1009546,Bobo Newsom
1009250,Don Mossi
1667,Jeremy Bonderman
2717,Rick Porcello
1002681,Harry Coveleski
1000366,Elden Auker
1000853,Al Benton
1006066,Art Houtteman
1012924,Walt Terrell
3284,Anibal Sanchez
1014073,Earl Wilson
1004287,Paul Foytack
1013266,George Uhle
1011958,Ed Siever
480,Brian Moehler
1000087,Hank Aguirre
1013966,Ed Willett
503,Jeff Weaver
1009911,Stubby Overmire
1007532,Dutch Leonard
8217,Justin Thompson
1012719,Ed Summers
1004978,Ted Gray
1006908,Ed Killian
1011273,Dave Rozema
9425,Doug Fister
1002463,Rip Collins
1004556,Ned Garver
1620,Nate Robertson
1003707,Howard Ehmke
1001137,Bernie Boland
15440,Matthew Boyd
1005966,Ken Holloway
1003519,Jean Dubuc
1004890,Johnny Gorsica
13218,Michael Fulmer
1004023,Mark Fidrych
855,David Wells
1013917,Dave Wickersham
1508,Mike Maroth
1012570,Lil Stoner
1012307,Joe Sparma
499,Steve Sparks
1010351,Herman Pillette
1013877,Hal White
1009762,Red Oldham
1000122,Doyle Alexander
1002003,Ownie Carroll
1008100,Firpo Marberry
1006981,Frank Kitson
1005136,Bill Gullickson
147,Jason Johnson
13475,Daniel Norris
1005080,Steve Gromek
1005930,Chief Hogsett
1008929,Roscoe Miller
4505,Jordan Zimmermann
1004674,Sam Gibson
1011297,Vern Ruhle
1000865,Juan Berenguer
